,run_number,round_number,turn_number,_action_name
988,3,0,28,leaves_room
989,3,0,29,leaves_room
990,3,0,30,starts_conversation
991,3,0,31,makes_deeptalk
992,3,1,32,brags
993,3,1,33,stands_in_corner
994,3,1,34,starts_conversation
995,3,1,35,leaves_room
996,3,1,36,stands_in_corner
997,3,1,37,gives_controversial_opinion
998,3,1,38,stands_in_corner
999,3,1,39,jokes
1000,3,1,40,stands_in_corner
1001,3,1,41,yawns
1002,3,1,42,gives_controversial_opinion
1003,3,1,43,starts_conversation
1004,3,1,44,supports
1005,3,1,45,starts_conversation
1006,3,1,46,makes_deeptalk
1007,3,1,47,rants
1008,3,1,48,starts_conversation
1009,3,1,49,gives_an_insult
1010,3,1,50,shows_interest
1011,3,1,51,brags
1012,3,1,52,makes_deeptalk
1013,3,1,53,changes_the_topic
1014,3,1,54,starts_conversation
1015,3,1,55,shows_concern
1016,3,1,56,stands_in_corner
1017,3,1,57,laughs
1018,3,1,58,makes_deeptalk
1019,3,1,59,gives_controversial_opinion
1020,3,1,60,leaves_room
1021,3,1,61,changes_the_topic
1022,3,1,62,brags
1023,3,1,63,shows_interest
1024,3,2,64,yawns
1025,3,2,65,stands_in_corner
1026,3,2,66,shows_concern
1027,3,2,67,stands_in_corner
1028,3,2,68,starts_conversation
1029,3,2,69,brags
1030,3,2,70,stands_in_corner
1031,3,2,71,shouts
1032,3,2,72,starts_conversation
1033,3,2,73,leaves_conversation
1034,3,2,74,shows_concern
1035,3,2,75,shouts
1036,3,2,76,shows_concern
1037,3,2,77,brags
1038,3,2,78,shows_concern
1039,3,2,79,brags
1040,3,2,80,makes_smalltalk
1041,3,2,81,shows_interest
1042,3,2,82,shows_interest
1043,3,2,83,shares
1044,3,2,84,makes_deeptalk
1045,3,2,85,supports
1046,3,2,86,shows_interest
1047,3,2,87,gives_controversial_opinion
1048,3,2,88,leaves_room
1049,3,2,89,shares
1050,3,2,90,makes_smalltalk
1051,3,2,91,shares
1052,3,2,92,leaves_room
1053,3,2,93,jokes
1054,3,2,94,laughs
1055,3,2,95,starts_conversation
1056,3,3,96,yawns
1057,3,3,97,starts_conversation
1058,3,3,98,gives_an_insult
1059,3,3,99,changes_the_topic
1060,3,3,100,yawns
1061,3,3,101,changes_the_topic
1062,3,3,102,supports
1063,3,3,103,makes_deeptalk
1064,3,3,104,gives_controversial_opinion
1065,3,3,105,supports
1066,3,3,106,changes_the_topic
1067,3,3,107,yawns
1068,3,3,108,makes_deeptalk
1069,3,3,109,shouts
1070,3,3,110,makes_deeptalk
1071,3,3,111,shouts
1072,3,3,112,rants
1073,3,3,113,makes_smalltalk
1074,3,3,114,shows_interest
1075,3,3,115,shouts
1076,3,3,116,makes_deeptalk
1077,3,3,117,shows_interest
1078,3,3,118,gives_an_insult
1079,3,3,119,supports
1080,3,3,120,stands_in_corner
1081,3,3,121,leaves_conversation
1082,3,3,122,laughs
1083,3,3,123,shares
1084,3,3,124,starts_conversation
1085,3,3,125,jokes
1086,3,3,126,gives_an_insult
1087,3,3,127,leaves_conversation
1088,3,4,128,laughs
1089,3,4,129,brags
1090,3,4,130,shows_interest
1091,3,4,131,shares
1092,3,4,132,makes_smalltalk
1093,3,4,133,shares
1094,3,4,134,shows_concern
1095,3,4,135,rants
1096,3,4,136,rants
1097,3,4,137,stands_in_corner
1098,3,4,138,yawns
1099,3,4,139,yawns
1100,3,4,140,rants
1101,3,4,141,gives_controversial_opinion
1102,3,4,142,supports
1103,3,4,143,supports
1104,3,4,144,shouts
1105,3,4,145,leaves_room
1106,3,4,146,shows_interest
1107,3,4,147,brags
1108,3,4,148,laughs
1109,3,4,149,supports
1110,3,4,150,shows_concern
1111,3,4,151,shows_concern
1112,3,4,152,leaves_room
1113,3,4,153,leaves_room
1114,3,4,154,laughs
1115,3,4,155,shouts
1116,3,4,156,jokes
1117,3,4,157,leaves_conversation
1118,3,4,158,gives_controversial_opinion
1119,3,4,159,starts_conversation
1120,3,5,160,brags
1121,3,5,161,gives_an_insult
1122,3,5,162,shares
1123,3,5,163,shows_concern
1124,3,5,164,shouts
1125,3,5,165,rants
1126,3,5,166,supports
1127,3,5,167,jokes
1128,3,5,168,rants
1129,3,5,169,stands_in_corner
1130,3,5,170,makes_smalltalk
1131,3,5,171,starts_conversation
1132,3,5,172,shows_interest
1133,3,5,173,laughs
1134,3,5,174,shares
1135,3,5,175,makes_smalltalk
1136,3,5,176,yawns
1137,3,5,177,leaves_room
1138,3,5,178,shows_interest
1139,3,5,179,laughs
1140,3,5,180,makes_smalltalk
1141,3,5,181,makes_deeptalk
1142,3,5,182,leaves_conversation
1143,3,5,183,stands_in_corner
1144,3,5,184,shows_interest
1145,3,5,185,starts_conversation
1146,3,5,186,supports
1147,3,5,187,laughs
1148,3,5,188,rants
1149,3,5,189,makes_smalltalk
1150,3,5,190,shows_interest
1151,3,5,191,gives_an_insult
1152,3,6,192,jokes
1153,3,6,193,shows_concern
1154,3,6,194,yawns
1155,3,6,195,shows_concern
1156,3,6,196,shouts
1157,3,6,197,changes_the_topic
1158,3,6,198,changes_the_topic
1159,3,6,199,shares
1160,3,6,200,jokes
1161,3,6,201,starts_conversation
1162,3,6,202,supports
1163,3,6,203,changes_the_topic
1164,3,6,204,gives_an_insult
1165,3,6,205,makes_deeptalk
1166,3,6,206,rants
1167,3,6,207,shows_interest
1168,3,6,208,gives_controversial_opinion
1169,3,6,209,stands_in_corner
1170,3,6,210,changes_the_topic
1171,3,6,211,makes_smalltalk
1172,3,6,212,makes_deeptalk
1173,3,6,213,gives_an_insult
1174,3,6,214,leaves_room
1175,3,6,215,supports
1176,3,6,216,shares
1177,3,6,217,supports
1178,3,6,218,shouts
1179,3,6,219,gives_an_insult
1180,3,6,220,shouts
1181,3,6,221,jokes
1182,3,6,222,jokes
1183,3,6,223,shows_concern
1184,3,7,224,yawns
1185,3,7,225,shows_concern
1186,3,7,226,gives_an_insult
1187,3,7,227,shows_concern
1188,3,7,228,gives_controversial_opinion
1189,3,7,229,rants
1190,3,7,230,supports
1191,3,7,231,brags
1192,3,7,232,gives_controversial_opinion
1193,3,7,233,shows_interest
1194,3,7,234,rants
1195,3,7,235,makes_deeptalk
1196,3,7,236,changes_the_topic
1197,3,7,237,jokes
1198,3,7,238,gives_an_insult
1199,3,7,239,supports
1200,3,7,240,gives_an_insult
1201,3,7,241,leaves_room
1202,3,7,242,brags
1203,3,7,243,leaves_conversation
1204,3,7,244,makes_deeptalk
1205,3,7,245,brags
1206,3,7,246,leaves_room
1207,3,7,247,makes_smalltalk
1208,3,7,248,makes_deeptalk
1209,3,7,249,gives_an_insult
1210,3,7,250,jokes
1211,3,7,251,rants
1212,3,7,252,changes_the_topic
1213,3,7,253,jokes
1214,3,7,254,rants
1215,3,7,255,shows_concern
1216,3,8,256,leaves_conversation
1217,3,8,257,gives_controversial_opinion
1218,3,8,258,shows_interest
1219,3,8,259,shows_concern
1220,3,8,260,gives_an_insult
1221,3,8,261,makes_deeptalk
1222,3,8,262,shows_interest
1223,3,8,263,changes_the_topic
1224,3,8,264,shouts
1225,3,8,265,gives_an_insult
1226,3,8,266,yawns
1227,3,8,267,makes_smalltalk
1228,3,8,268,starts_conversation
1229,3,8,269,makes_deeptalk
1230,3,8,270,leaves_conversation
1231,3,8,271,shouts
1232,3,8,272,supports
1233,3,8,273,stands_in_corner
1234,3,8,274,leaves_conversation
1235,3,8,275,leaves_room
1236,3,8,276,leaves_room
1237,3,8,277,shows_concern
1238,3,8,278,brags
1239,3,8,279,shares
1240,3,8,280,changes_the_topic
1241,3,8,281,laughs
1242,3,8,282,shows_interest
1243,3,8,283,shouts
1244,3,8,284,rants
1245,3,8,285,rants
1246,3,8,286,laughs
1247,3,8,287,brags
1248,3,9,288,stands_in_corner
1249,3,9,289,brags
1250,3,9,290,laughs
1251,3,9,291,shares
1252,3,9,292,supports
1253,3,9,293,yawns
1254,3,9,294,shows_interest
1255,3,9,295,gives_controversial_opinion
1256,3,9,296,makes_smalltalk
1257,3,9,297,leaves_conversation
1258,3,9,298,stands_in_corner
1259,3,9,299,makes_smalltalk
1260,3,9,300,shows_interest
1261,3,9,301,rants
1262,3,9,302,leaves_room
1263,3,9,303,makes_smalltalk
1264,3,9,304,shares
1265,3,9,305,starts_conversation
1266,3,9,306,leaves_room
1267,3,9,307,starts_conversation
1268,3,9,308,stands_in_corner
1269,3,9,309,rants
1270,3,9,310,shares
1271,3,9,311,stands_in_corner
1272,3,9,312,gives_controversial_opinion
1273,3,9,313,makes_smalltalk
1274,3,9,314,supports
1275,3,9,315,makes_smalltalk
1276,3,9,316,makes_deeptalk
1277,3,9,317,supports
1278,3,9,318,changes_the_topic
1279,3,9,319,supports
1280,4,0,0,leaves_room
1281,4,0,1,leaves_room
1282,4,0,2,leaves_room
1283,4,0,3,leaves_room
1284,4,0,4,stands_in_corner
1285,4,0,5,starts_conversation
1286,4,0,6,starts_conversation
1287,4,0,7,leaves_room
1288,4,0,8,stands_in_corner
1289,4,0,9,stands_in_corner
1290,4,0,10,stands_in_corner
1291,4,0,11,stands_in_corner
1292,4,0,12,stands_in_corner
1293,4,0,13,starts_conversation
1294,4,0,14,leaves_room
1295,4,0,15,leaves_room
1296,4,0,16,stands_in_corner
1297,4,0,17,leaves_room
1298,4,0,18,leaves_room
1299,4,0,19,leaves_room
1300,4,0,20,starts_conversation
1301,4,0,21,stands_in_corner
1302,4,0,22,yawns
1303,4,0,23,starts_conversation
1304,4,0,24,starts_conversation
1305,4,0,25,leaves_room
1306,4,0,26,leaves_room
1307,4,0,27,shows_interest
1308,4,0,28,starts_conversation
1309,4,0,29,stands_in_corner
1310,4,0,30,leaves_room
1311,4,0,31,leaves_room
1312,4,1,32,stands_in_corner
1313,4,1,33,changes_the_topic
1314,4,1,34,leaves_room
1315,4,1,35,stands_in_corner
1316,4,1,36,changes_the_topic
1317,4,1,37,gives_controversial_opinion
1318,4,1,38,supports
1319,4,1,39,stands_in_corner
1320,4,1,40,stands_in_corner
1321,4,1,41,starts_conversation
1322,4,1,42,leaves_room
1323,4,1,43,makes_deeptalk
1324,4,1,44,leaves_room
1325,4,1,45,shares
1326,4,1,46,leaves_room
1327,4,1,47,rants
1328,4,1,48,starts_conversation
1329,4,1,49,stands_in_corner
1330,4,1,50,starts_conversation
1331,4,1,51,shows_concern
1332,4,1,52,makes_deeptalk
1333,4,1,53,leaves_room
1334,4,1,54,laughs
1335,4,1,55,leaves_conversation
1336,4,1,56,shows_interest
1337,4,1,57,gives_controversial_opinion
1338,4,1,58,stands_in_corner
1339,4,1,59,shows_concern
1340,4,1,60,makes_smalltalk
1341,4,1,61,leaves_room
1342,4,1,62,stands_in_corner
1343,4,1,63,stands_in_corner
1344,4,2,64,leaves_room
1345,4,2,65,shows_concern
1346,4,2,66,leaves_room
1347,4,2,67,shows_concern
1348,4,2,68,yawns
1349,4,2,69,shows_concern
1350,4,2,70,shares
1351,4,2,71,stands_in_corner
1352,4,2,72,starts_conversation
1353,4,2,73,jokes
1354,4,2,74,starts_conversation
1355,4,2,75,leaves_room
1356,4,2,76,supports
1357,4,2,77,rants
1358,4,2,78,starts_conversation
1359,4,2,79,laughs
1360,4,2,80,gives_controversial_opinion
1361,4,2,81,stands_in_corner
1362,4,2,82,shows_interest
1363,4,2,83,brags
1364,4,2,84,makes_deeptalk
1365,4,2,85,stands_in_corner
1366,4,2,86,makes_smalltalk
1367,4,2,87,shows_concern
1368,4,2,88,gives_controversial_opinion
1369,4,2,89,jokes
1370,4,2,90,leaves_room
1371,4,2,91,leaves_conversation
1372,4,2,92,supports
1373,4,2,93,stands_in_corner
1374,4,2,94,stands_in_corner
1375,4,2,95,starts_conversation
1376,4,3,96,yawns
1377,4,3,97,gives_an_insult
1378,4,3,98,starts_conversation
1379,4,3,99,shows_concern
1380,4,3,100,yawns
1381,4,3,101,laughs
1382,4,3,102,supports
1383,4,3,103,starts_conversation
1384,4,3,104,supports
1385,4,3,105,shouts
1386,4,3,106,rants
1387,4,3,107,starts_conversation
1388,4,3,108,makes_deeptalk
1389,4,3,109,shows_interest
1390,4,3,110,makes_deeptalk
1391,4,3,111,leaves_conversation
1392,4,3,112,supports
1393,4,3,113,starts_conversation
1394,4,3,114,leaves_conversation
1395,4,3,115,leaves_conversation
1396,4,3,116,makes_deeptalk
1397,4,3,117,yawns
1398,4,3,118,leaves_conversation
1399,4,3,119,jokes
1400,4,3,120,starts_conversation
1401,4,3,121,stands_in_corner
1402,4,3,122,leaves_room
1403,4,3,123,stands_in_corner
1404,4,3,124,supports
1405,4,3,125,starts_conversation
1406,4,3,126,changes_the_topic
1407,4,3,127,rants
1408,4,4,128,yawns
1409,4,4,129,laughs
1410,4,4,130,gives_an_insult
1411,4,4,131,yawns
1412,4,4,132,jokes
1413,4,4,133,rants
1414,4,4,134,yawns
1415,4,4,135,shouts
1416,4,4,136,yawns
1417,4,4,137,starts_conversation
1418,4,4,138,laughs
1419,4,4,139,gives_controversial_opinion
1420,4,4,140,makes_smalltalk
1421,4,4,141,makes_deeptalk
1422,4,4,142,makes_smalltalk
1423,4,4,143,stands_in_corner
1424,4,4,144,laughs
1425,4,4,145,shouts
1426,4,4,146,starts_conversation
1427,4,4,147,stands_in_corner
1428,4,4,148,stands_in_corner
1429,4,4,149,jokes
1430,4,4,150,starts_conversation
1431,4,4,151,shares
1432,4,4,152,gives_an_insult
1433,4,4,153,shows_interest
1434,4,4,154,shows_interest
1435,4,4,155,shows_interest
1436,4,4,156,rants
1437,4,4,157,yawns
1438,4,4,158,shares
1439,4,4,159,shares
1440,4,5,160,yawns
1441,4,5,161,gives_an_insult
1442,4,5,162,brags
1443,4,5,163,shows_concern
1444,4,5,164,yawns
1445,4,5,165,shows_interest
1446,4,5,166,yawns
1447,4,5,167,brags
1448,4,5,168,yawns
1449,4,5,169,gives_an_insult
1450,4,5,170,makes_deeptalk
1451,4,5,171,makes_deeptalk
1452,4,5,172,laughs
1453,4,5,173,jokes
1454,4,5,174,leaves_conversation
1455,4,5,175,leaves_room
1456,4,5,176,makes_deeptalk
1457,4,5,177,supports
1458,4,5,178,shares
1459,4,5,179,gives_an_insult
1460,4,5,180,starts_conversation
1461,4,5,181,makes_smalltalk
1462,4,5,182,gives_controversial_opinion
1463,4,5,183,supports
1464,4,5,184,yawns
1465,4,5,185,makes_smalltalk
1466,4,5,186,rants
1467,4,5,187,gives_controversial_opinion
1468,4,5,188,jokes
1469,4,5,189,shows_interest
1470,4,5,190,jokes
1471,4,5,191,supports
1472,4,6,192,gives_controversial_opinion
1473,4,6,193,leaves_conversation
1474,4,6,194,makes_deeptalk
1475,4,6,195,shows_concern
1476,4,6,196,jokes
1477,4,6,197,starts_conversation
1478,4,6,198,rants
1479,4,6,199,supports
1480,4,6,200,supports
1481,4,6,201,shouts
1482,4,6,202,jokes
1483,4,6,203,brags
1484,4,6,204,gives_an_insult
1485,4,6,205,makes_smalltalk
1486,4,6,206,laughs
1487,4,6,207,stands_in_corner
1488,4,6,208,laughs
1489,4,6,209,shows_concern
1490,4,6,210,shares
1491,4,6,211,shows_concern
1492,4,6,212,shows_concern
1493,4,6,213,makes_smalltalk
1494,4,6,214,makes_smalltalk
1495,4,6,215,changes_the_topic
1496,4,6,216,makes_smalltalk
1497,4,6,217,supports
1498,4,6,218,leaves_conversation
1499,4,6,219,shows_concern
1500,4,6,220,shouts
1501,4,6,221,shows_interest
1502,4,6,222,makes_deeptalk
1503,4,6,223,makes_deeptalk
1504,4,7,224,yawns
1505,4,7,225,stands_in_corner
1506,4,7,226,changes_the_topic
1507,4,7,227,supports
1508,4,7,228,yawns
1509,4,7,229,brags
1510,4,7,230,supports
1511,4,7,231,makes_smalltalk
1512,4,7,232,shows_interest
1513,4,7,233,shouts
1514,4,7,234,shares
1515,4,7,235,yawns
1516,4,7,236,changes_the_topic
1517,4,7,237,supports
1518,4,7,238,leaves_conversation
1519,4,7,239,stands_in_corner
1520,4,7,240,shouts
1521,4,7,241,jokes
1522,4,7,242,starts_conversation
1523,4,7,243,gives_controversial_opinion
1524,4,7,244,makes_deeptalk
1525,4,7,245,makes_deeptalk
1526,4,7,246,supports
1527,4,7,247,shows_interest
1528,4,7,248,laughs
1529,4,7,249,shares
1530,4,7,250,starts_conversation
1531,4,7,251,changes_the_topic
1532,4,7,252,supports
1533,4,7,253,gives_an_insult
1534,4,7,254,makes_deeptalk
1535,4,7,255,shares
1536,4,8,256,yawns
1537,4,8,257,stands_in_corner
1538,4,8,258,shows_concern
1539,4,8,259,shows_concern
1540,4,8,260,brags
1541,4,8,261,stands_in_corner
1542,4,8,262,changes_the_topic
1543,4,8,263,yawns
1544,4,8,264,brags
1545,4,8,265,makes_deeptalk
1546,4,8,266,shares
1547,4,8,267,laughs
1548,4,8,268,shows_concern
1549,4,8,269,brags
1550,4,8,270,stands_in_corner
1551,4,8,271,gives_an_insult
1552,4,8,272,jokes
1553,4,8,273,makes_deeptalk
1554,4,8,274,shows_interest
1555,4,8,275,shows_interest
1556,4,8,276,shows_concern
1557,4,8,277,changes_the_topic
1558,4,8,278,laughs
1559,4,8,279,makes_smalltalk
1560,4,8,280,jokes
1561,4,8,281,yawns
1562,4,8,282,leaves_conversation
1563,4,8,283,makes_deeptalk
1564,4,8,284,gives_an_insult
1565,4,8,285,brags
1566,4,8,286,brags
1567,4,8,287,makes_smalltalk
1568,4,9,288,gives_controversial_opinion
1569,4,9,289,starts_conversation
1570,4,9,290,leaves_conversation
1571,4,9,291,shows_concern
1572,4,9,292,supports
1573,4,9,293,leaves_room
1574,4,9,294,supports
1575,4,9,295,yawns
1576,4,9,296,yawns
1577,4,9,297,makes_smalltalk
1578,4,9,298,yawns
1579,4,9,299,jokes
1580,4,9,300,rants
1581,4,9,301,starts_conversation
1582,4,9,302,brags
1583,4,9,303,stands_in_corner
1584,4,9,304,gives_controversial_opinion
1585,4,9,305,shares
1586,4,9,306,shows_interest
1587,4,9,307,makes_smalltalk
1588,4,9,308,makes_deeptalk
1589,4,9,309,leaves_conversation
1590,4,9,310,leaves_conversation
1591,4,9,311,shares
1592,4,9,312,gives_controversial_opinion
1593,4,9,313,gives_an_insult
1594,4,9,314,starts_conversation
1595,4,9,315,shares
1596,4,9,316,shouts
1597,4,9,317,shouts
1598,4,9,318,supports
1599,4,9,319,leaves_room
1600,5,0,0,stands_in_corner
1601,5,0,1,stands_in_corner
1602,5,0,2,stands_in_corner
1603,5,0,3,starts_conversation
1604,5,0,4,leaves_room
1605,5,0,5,leaves_room
1606,5,0,6,starts_conversation
1607,5,0,7,starts_conversation
1608,5,0,8,starts_conversation
1609,5,0,9,stands_in_corner
1610,5,0,10,starts_conversation
1611,5,0,11,leaves_room
1612,5,0,12,leaves_room
1613,5,0,13,leaves_room
1614,5,0,14,stands_in_corner
1615,5,0,15,leaves_room
1616,5,0,16,leaves_room
1617,5,0,17,stands_in_corner
1618,5,0,18,jokes
1619,5,0,19,starts_conversation
1620,5,0,20,stands_in_corner
1621,5,0,21,starts_conversation
1622,5,0,22,stands_in_corner
1623,5,0,23,shows_concern
1624,5,0,24,leaves_room
1625,5,0,25,shouts
1626,5,0,26,leaves_room
1627,5,0,27,leaves_room
1628,5,0,28,leaves_room
1629,5,0,29,starts_conversation
1630,5,0,30,starts_conversation
1631,5,0,31,leaves_room
1632,5,1,32,leaves_room
1633,5,1,33,leaves_room
1634,5,1,34,makes_deeptalk
1635,5,1,35,shows_concern
1636,5,1,36,changes_the_topic
1637,5,1,37,starts_conversation
1638,5,1,38,supports
1639,5,1,39,shows_concern
1640,5,1,40,gives_an_insult
1641,5,1,41,leaves_room
1642,5,1,42,yawns
1643,5,1,43,gives_an_insult
1644,5,1,44,leaves_room
1645,5,1,45,stands_in_corner
1646,5,1,46,leaves_room
1647,5,1,47,leaves_room
1648,5,1,48,leaves_room
1649,5,1,49,supports
1650,5,1,50,shows_interest
1651,5,1,51,shows_concern
1652,5,1,52,starts_conversation
1653,5,1,53,makes_deeptalk
1654,5,1,54,leaves_room
1655,5,1,55,yawns
1656,5,1,56,stands_in_corner
1657,5,1,57,gives_controversial_opinion
1658,5,1,58,starts_conversation
1659,5,1,59,starts_conversation
1660,5,1,60,makes_smalltalk
1661,5,1,61,makes_smalltalk
1662,5,1,62,shouts
1663,5,1,63,leaves_room
1664,5,2,64,yawns
1665,5,2,65,supports
1666,5,2,66,shows_concern
1667,5,2,67,shows_concern
1668,5,2,68,makes_smalltalk
1669,5,2,69,changes_the_topic
1670,5,2,70,supports
1671,5,2,71,gives_controversial_opinion
1672,5,2,72,shows_concern
1673,5,2,73,leaves_room
1674,5,2,74,brags
1675,5,2,75,gives_controversial_opinion
1676,5,2,76,stands_in_corner
1677,5,2,77,leaves_room
1678,5,2,78,starts_conversation
1679,5,2,79,starts_conversation
1680,5,2,80,makes_deeptalk
1681,5,2,81,changes_the_topic
1682,5,2,82,shows_interest
1683,5,2,83,shares
1684,5,2,84,makes_deeptalk
1685,5,2,85,makes_smalltalk
1686,5,2,86,starts_conversation
1687,5,2,87,brags
1688,5,2,88,shouts
1689,5,2,89,shouts
1690,5,2,90,supports
1691,5,2,91,laughs
1692,5,2,92,rants
1693,5,2,93,makes_deeptalk
1694,5,2,94,shows_interest
1695,5,2,95,stands_in_corner
1696,5,3,96,yawns
1697,5,3,97,gives_controversial_opinion
1698,5,3,98,yawns
1699,5,3,99,shows_concern
1700,5,3,100,supports
1701,5,3,101,gives_an_insult
1702,5,3,102,supports
1703,5,3,103,laughs
1704,5,3,104,shows_concern
1705,5,3,105,gives_controversial_opinion
1706,5,3,106,makes_deeptalk
1707,5,3,107,supports
1708,5,3,108,leaves_room
1709,5,3,109,leaves_room
1710,5,3,110,shares
1711,5,3,111,jokes
1712,5,3,112,makes_deeptalk
1713,5,3,113,shows_concern
1714,5,3,114,jokes
1715,5,3,115,yawns
1716,5,3,116,shows_interest
1717,5,3,117,yawns
1718,5,3,118,shouts
1719,5,3,119,leaves_conversation
1720,5,3,120,shows_concern
1721,5,3,121,makes_deeptalk
1722,5,3,122,makes_deeptalk
1723,5,3,123,makes_deeptalk
1724,5,3,124,supports
1725,5,3,125,shouts
1726,5,3,126,makes_deeptalk
1727,5,3,127,starts_conversation
1728,5,4,128,yawns
1729,5,4,129,laughs
1730,5,4,130,yawns
1731,5,4,131,shows_concern
1732,5,4,132,supports
1733,5,4,133,makes_deeptalk
1734,5,4,134,supports
1735,5,4,135,changes_the_topic
1736,5,4,136,yawns
1737,5,4,137,shouts
1738,5,4,138,shows_concern
1739,5,4,139,shouts
1740,5,4,140,starts_conversation
1741,5,4,141,starts_conversation
1742,5,4,142,laughs
1743,5,4,143,gives_controversial_opinion
1744,5,4,144,shouts
1745,5,4,145,gives_an_insult
1746,5,4,146,shows_interest
1747,5,4,147,shows_interest
1748,5,4,148,laughs
1749,5,4,149,gives_an_insult
1750,5,4,150,shouts
1751,5,4,151,stands_in_corner
1752,5,4,152,gives_controversial_opinion
1753,5,4,153,jokes
1754,5,4,154,jokes
1755,5,4,155,leaves_conversation
1756,5,4,156,yawns
1757,5,4,157,shouts
1758,5,4,158,yawns
1759,5,4,159,yawns
1760,5,5,160,yawns
1761,5,5,161,starts_conversation
1762,5,5,162,shows_interest
1763,5,5,163,shows_concern
1764,5,5,164,makes_deeptalk
1765,5,5,165,laughs
1766,5,5,166,supports
1767,5,5,167,jokes
1768,5,5,168,rants
1769,5,5,169,supports
1770,5,5,170,makes_deeptalk
1771,5,5,171,shows_interest
1772,5,5,172,makes_deeptalk
1773,5,5,173,yawns
1774,5,5,174,jokes
1775,5,5,175,gives_controversial_opinion
1776,5,5,176,laughs
1777,5,5,177,jokes
1778,5,5,178,shows_interest
1779,5,5,179,laughs
1780,5,5,180,makes_deeptalk
1781,5,5,181,rants
1782,5,5,182,supports
1783,5,5,183,stands_in_corner
1784,5,5,184,makes_deeptalk
1785,5,5,185,jokes
1786,5,5,186,jokes
1787,5,5,187,stands_in_corner
1788,5,5,188,shows_interest
1789,5,5,189,changes_the_topic
1790,5,5,190,makes_deeptalk
1791,5,5,191,makes_deeptalk
1792,5,6,192,yawns
1793,5,6,193,shows_concern
1794,5,6,194,shouts
1795,5,6,195,shows_concern
1796,5,6,196,makes_smalltalk
1797,5,6,197,leaves_conversation
1798,5,6,198,supports
1799,5,6,199,shows_interest
1800,5,6,200,laughs
1801,5,6,201,shows_interest
1802,5,6,202,makes_smalltalk
1803,5,6,203,laughs
1804,5,6,204,makes_smalltalk
1805,5,6,205,changes_the_topic
1806,5,6,206,gives_controversial_opinion
1807,5,6,207,gives_an_insult
1808,5,6,208,shows_interest
1809,5,6,209,shouts
1810,5,6,210,shows_interest
1811,5,6,211,shows_concern
1812,5,6,212,shouts
1813,5,6,213,shows_interest
1814,5,6,214,makes_deeptalk
1815,5,6,215,stands_in_corner
1816,5,6,216,rants
1817,5,6,217,laughs
1818,5,6,218,rants
1819,5,6,219,starts_conversation
1820,5,6,220,leaves_room
1821,5,6,221,gives_an_insult
1822,5,6,222,yawns
1823,5,6,223,shows_concern
1824,5,7,224,yawns
1825,5,7,225,yawns
1826,5,7,226,shows_concern
1827,5,7,227,leaves_conversation
1828,5,7,228,yawns
1829,5,7,229,gives_an_insult
1830,5,7,230,leaves_conversation
1831,5,7,231,makes_smalltalk
1832,5,7,232,shouts
1833,5,7,233,supports
1834,5,7,234,shows_concern
1835,5,7,235,leaves_conversation
1836,5,7,236,yawns
1837,5,7,237,gives_an_insult
1838,5,7,238,shows_concern
1839,5,7,239,makes_smalltalk
1840,5,7,240,jokes
1841,5,7,241,jokes
1842,5,7,242,starts_conversation
1843,5,7,243,laughs
1844,5,7,244,makes_deeptalk
1845,5,7,245,leaves_room
1846,5,7,246,shows_interest
1847,5,7,247,leaves_room
1848,5,7,248,gives_controversial_opinion
1849,5,7,249,leaves_conversation
1850,5,7,250,brags
1851,5,7,251,makes_deeptalk
1852,5,7,252,starts_conversation
1853,5,7,253,shows_concern
1854,5,7,254,makes_smalltalk
1855,5,7,255,starts_conversation
1856,5,8,256,yawns
1857,5,8,257,gives_controversial_opinion
1858,5,8,258,laughs
1859,5,8,259,shows_concern
1860,5,8,260,gives_controversial_opinion
1861,5,8,261,shows_interest
1862,5,8,262,yawns
1863,5,8,263,makes_deeptalk
1864,5,8,264,yawns
1865,5,8,265,rants
1866,5,8,266,shows_interest
1867,5,8,267,stands_in_corner
1868,5,8,268,brags
1869,5,8,269,shouts
1870,5,8,270,jokes
1871,5,8,271,supports
1872,5,8,272,gives_controversial_opinion
1873,5,8,273,shares
1874,5,8,274,brags
1875,5,8,275,changes_the_topic
1876,5,8,276,makes_deeptalk
1877,5,8,277,starts_conversation
1878,5,8,278,supports
1879,5,8,279,shares
1880,5,8,280,rants
1881,5,8,281,stands_in_corner
1882,5,8,282,laughs
1883,5,8,283,gives_an_insult
1884,5,8,284,gives_controversial_opinion
1885,5,8,285,brags
1886,5,8,286,laughs
1887,5,8,287,makes_smalltalk
1888,5,9,288,yawns
1889,5,9,289,gives_an_insult
1890,5,9,290,brags
1891,5,9,291,shows_concern
1892,5,9,292,rants
1893,5,9,293,changes_the_topic
1894,5,9,294,supports
1895,5,9,295,shows_concern
1896,5,9,296,leaves_conversation
1897,5,9,297,brags
1898,5,9,298,gives_controversial_opinion
1899,5,9,299,stands_in_corner
1900,5,9,300,yawns
1901,5,9,301,makes_deeptalk
1902,5,9,302,rants
1903,5,9,303,rants
1904,5,9,304,rants
1905,5,9,305,changes_the_topic
1906,5,9,306,shows_interest
1907,5,9,307,shows_concern
1908,5,9,308,makes_smalltalk
1909,5,9,309,shares
1910,5,9,310,jokes
1911,5,9,311,laughs
1912,5,9,312,gives_an_insult
1913,5,9,313,stands_in_corner
1914,5,9,314,yawns
