,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,_action_name
11812,-1.0,-1.0,1.0,-1.0,-1.0,brags
11813,-1.0,-1.0,1.0,-1.0,1.0,gives_an_insult
11814,-1.0,-1.0,1.0,1.0,-1.0,leaves_conversation
11815,-1.0,-1.0,1.0,1.0,1.0,laughs
11816,-1.0,1.0,-1.0,-1.0,-1.0,shouts
11817,-1.0,1.0,-1.0,-1.0,1.0,makes_smalltalk
11818,-1.0,1.0,-1.0,1.0,-1.0,shows_interest
11819,-1.0,1.0,-1.0,1.0,1.0,makes_smalltalk
11820,-1.0,1.0,1.0,-1.0,-1.0,stands_in_corner
11821,-1.0,1.0,1.0,-1.0,1.0,shares
11822,-1.0,1.0,1.0,1.0,-1.0,shows_interest
11823,-1.0,1.0,1.0,1.0,1.0,leaves_conversation
11824,1.0,-1.0,-1.0,-1.0,-1.0,supports
11825,1.0,-1.0,-1.0,-1.0,1.0,stands_in_corner
11826,1.0,-1.0,-1.0,1.0,-1.0,makes_smalltalk
11827,1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
11828,1.0,-1.0,1.0,-1.0,-1.0,shares
11829,1.0,-1.0,1.0,-1.0,1.0,shouts
11830,1.0,-1.0,1.0,1.0,-1.0,supports
11831,1.0,-1.0,1.0,1.0,1.0,gives_an_insult
11832,1.0,1.0,-1.0,-1.0,-1.0,changes_the_topic
11833,1.0,1.0,-1.0,-1.0,1.0,yawns
11834,1.0,1.0,-1.0,1.0,-1.0,makes_smalltalk
11835,1.0,1.0,-1.0,1.0,1.0,jokes
11836,1.0,1.0,1.0,-1.0,-1.0,stands_in_corner
11837,1.0,1.0,1.0,-1.0,1.0,changes_the_topic
11838,1.0,1.0,1.0,1.0,-1.0,brags
11839,1.0,1.0,1.0,1.0,1.0,stands_in_corner
11840,-1.0,-1.0,-1.0,-1.0,-1.0,jokes
11841,-1.0,-1.0,-1.0,-1.0,1.0,laughs
11842,-1.0,-1.0,-1.0,1.0,-1.0,gives_an_insult
11843,-1.0,-1.0,-1.0,1.0,1.0,changes_the_topic
11844,-1.0,-1.0,1.0,-1.0,-1.0,shares
11845,-1.0,-1.0,1.0,-1.0,1.0,makes_smalltalk
11846,-1.0,-1.0,1.0,1.0,-1.0,stands_in_corner
11847,-1.0,-1.0,1.0,1.0,1.0,leaves_conversation
11848,-1.0,1.0,-1.0,-1.0,-1.0,supports
11849,-1.0,1.0,-1.0,-1.0,1.0,brags
11850,-1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
11851,-1.0,1.0,-1.0,1.0,1.0,brags
11852,-1.0,1.0,1.0,-1.0,-1.0,starts_conversation
11853,-1.0,1.0,1.0,-1.0,1.0,rants
11854,-1.0,1.0,1.0,1.0,-1.0,yawns
11855,-1.0,1.0,1.0,1.0,1.0,stands_in_corner
11856,1.0,-1.0,-1.0,-1.0,-1.0,makes_deeptalk
11857,1.0,-1.0,-1.0,-1.0,1.0,stands_in_corner
11858,1.0,-1.0,-1.0,1.0,-1.0,shares
11859,1.0,-1.0,-1.0,1.0,1.0,starts_conversation
11860,1.0,-1.0,1.0,-1.0,-1.0,jokes
11861,1.0,-1.0,1.0,-1.0,1.0,shares
11862,1.0,-1.0,1.0,1.0,-1.0,changes_the_topic
11863,1.0,-1.0,1.0,1.0,1.0,gives_controversial_opinion
11864,1.0,1.0,-1.0,-1.0,-1.0,shares
11865,1.0,1.0,-1.0,-1.0,1.0,shows_interest
11866,1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
11867,1.0,1.0,-1.0,1.0,1.0,makes_deeptalk
11868,1.0,1.0,1.0,-1.0,-1.0,stands_in_corner
11869,1.0,1.0,1.0,-1.0,1.0,shows_concern
11870,1.0,1.0,1.0,1.0,-1.0,makes_deeptalk
11871,1.0,1.0,1.0,1.0,1.0,leaves_room
11872,-1.0,-1.0,-1.0,-1.0,-1.0,changes_the_topic
11873,-1.0,-1.0,-1.0,-1.0,1.0,shows_interest
11874,-1.0,-1.0,-1.0,1.0,-1.0,rants
11875,-1.0,-1.0,-1.0,1.0,1.0,leaves_conversation
11876,-1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
11877,-1.0,-1.0,1.0,-1.0,1.0,yawns
11878,-1.0,-1.0,1.0,1.0,-1.0,leaves_room
11879,-1.0,-1.0,1.0,1.0,1.0,starts_conversation
11880,-1.0,1.0,-1.0,-1.0,-1.0,laughs
11881,-1.0,1.0,-1.0,-1.0,1.0,brags
11882,-1.0,1.0,-1.0,1.0,-1.0,changes_the_topic
11883,-1.0,1.0,-1.0,1.0,1.0,changes_the_topic
11884,-1.0,1.0,1.0,-1.0,-1.0,supports
11885,-1.0,1.0,1.0,-1.0,1.0,leaves_conversation
11886,-1.0,1.0,1.0,1.0,-1.0,makes_smalltalk
11887,-1.0,1.0,1.0,1.0,1.0,leaves_room
11888,1.0,-1.0,-1.0,-1.0,-1.0,gives_an_insult
11889,1.0,-1.0,-1.0,-1.0,1.0,leaves_conversation
11890,1.0,-1.0,-1.0,1.0,-1.0,stands_in_corner
11891,1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
11892,1.0,-1.0,1.0,-1.0,-1.0,supports
11893,1.0,-1.0,1.0,-1.0,1.0,brags
11894,1.0,-1.0,1.0,1.0,-1.0,changes_the_topic
11895,1.0,-1.0,1.0,1.0,1.0,shows_interest
11896,1.0,1.0,-1.0,-1.0,-1.0,shares
11897,1.0,1.0,-1.0,-1.0,1.0,shares
11898,1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
11899,1.0,1.0,-1.0,1.0,1.0,shouts
11900,1.0,1.0,1.0,-1.0,-1.0,leaves_room
11901,1.0,1.0,1.0,-1.0,1.0,brags
11902,1.0,1.0,1.0,1.0,-1.0,supports
11903,1.0,1.0,1.0,1.0,1.0,yawns
11904,-1.0,-1.0,-1.0,-1.0,-1.0,rants
11905,-1.0,-1.0,-1.0,-1.0,1.0,gives_an_insult
11906,-1.0,-1.0,-1.0,1.0,-1.0,stands_in_corner
11907,-1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
11908,-1.0,-1.0,1.0,-1.0,-1.0,makes_smalltalk
11909,-1.0,-1.0,1.0,-1.0,1.0,rants
11910,-1.0,-1.0,1.0,1.0,-1.0,stands_in_corner
11911,-1.0,-1.0,1.0,1.0,1.0,jokes
11912,-1.0,1.0,-1.0,-1.0,-1.0,shouts
11913,-1.0,1.0,-1.0,-1.0,1.0,shouts
11914,-1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
11915,-1.0,1.0,-1.0,1.0,1.0,rants
11916,-1.0,1.0,1.0,-1.0,-1.0,shows_concern
11917,-1.0,1.0,1.0,-1.0,1.0,stands_in_corner
11918,-1.0,1.0,1.0,1.0,-1.0,rants
11919,-1.0,1.0,1.0,1.0,1.0,stands_in_corner
11920,1.0,-1.0,-1.0,-1.0,-1.0,brags
11921,1.0,-1.0,-1.0,-1.0,1.0,stands_in_corner
11922,1.0,-1.0,-1.0,1.0,-1.0,leaves_room
11923,1.0,-1.0,-1.0,1.0,1.0,starts_conversation
11924,1.0,-1.0,1.0,-1.0,-1.0,shares
11925,1.0,-1.0,1.0,-1.0,1.0,shows_concern
11926,1.0,-1.0,1.0,1.0,-1.0,brags
11927,1.0,-1.0,1.0,1.0,1.0,shows_concern
11928,1.0,1.0,-1.0,-1.0,-1.0,yawns
11929,1.0,1.0,-1.0,-1.0,1.0,changes_the_topic
11930,1.0,1.0,-1.0,1.0,-1.0,brags
11931,1.0,1.0,-1.0,1.0,1.0,makes_smalltalk
11932,1.0,1.0,1.0,-1.0,-1.0,starts_conversation
11933,1.0,1.0,1.0,-1.0,1.0,brags
11934,1.0,1.0,1.0,1.0,-1.0,yawns
11935,1.0,1.0,1.0,1.0,1.0,makes_deeptalk
11936,-1.0,-1.0,-1.0,-1.0,-1.0,makes_smalltalk
11937,-1.0,-1.0,-1.0,-1.0,1.0,shows_interest
11938,-1.0,-1.0,-1.0,1.0,-1.0,stands_in_corner
11939,-1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
11940,-1.0,-1.0,1.0,-1.0,-1.0,changes_the_topic
11941,-1.0,-1.0,1.0,-1.0,1.0,jokes
11942,-1.0,-1.0,1.0,1.0,-1.0,stands_in_corner
11943,-1.0,-1.0,1.0,1.0,1.0,laughs
11944,-1.0,1.0,-1.0,-1.0,-1.0,changes_the_topic
11945,-1.0,1.0,-1.0,-1.0,1.0,yawns
11946,-1.0,1.0,-1.0,1.0,-1.0,gives_an_insult
11947,-1.0,1.0,-1.0,1.0,1.0,rants
11948,-1.0,1.0,1.0,-1.0,-1.0,shows_interest
11949,-1.0,1.0,1.0,-1.0,1.0,leaves_room
11950,-1.0,1.0,1.0,1.0,-1.0,makes_deeptalk
11951,-1.0,1.0,1.0,1.0,1.0,laughs
11952,1.0,-1.0,-1.0,-1.0,-1.0,changes_the_topic
11953,1.0,-1.0,-1.0,-1.0,1.0,gives_an_insult
11954,1.0,-1.0,-1.0,1.0,-1.0,stands_in_corner
11955,1.0,-1.0,-1.0,1.0,1.0,shares
11956,1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
11957,1.0,-1.0,1.0,-1.0,1.0,leaves_conversation
11958,1.0,-1.0,1.0,1.0,-1.0,gives_an_insult
11959,1.0,-1.0,1.0,1.0,1.0,shouts
11960,1.0,1.0,-1.0,-1.0,-1.0,shows_interest
11961,1.0,1.0,-1.0,-1.0,1.0,shows_interest
11962,1.0,1.0,-1.0,1.0,-1.0,supports
11963,1.0,1.0,-1.0,1.0,1.0,gives_controversial_opinion
11964,1.0,1.0,1.0,-1.0,-1.0,yawns
11965,1.0,1.0,1.0,-1.0,1.0,starts_conversation
11966,1.0,1.0,1.0,1.0,-1.0,shows_concern
11967,1.0,1.0,1.0,1.0,1.0,shows_interest
11968,-1.0,-1.0,-1.0,-1.0,-1.0,shares
11969,-1.0,-1.0,-1.0,-1.0,1.0,shouts
11970,-1.0,-1.0,-1.0,1.0,-1.0,gives_an_insult
11971,-1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
11972,-1.0,-1.0,1.0,-1.0,-1.0,shows_interest
11973,-1.0,-1.0,1.0,-1.0,1.0,brags
11974,-1.0,-1.0,1.0,1.0,-1.0,starts_conversation
11975,-1.0,-1.0,1.0,1.0,1.0,jokes
11976,-1.0,1.0,-1.0,-1.0,-1.0,brags
11977,-1.0,1.0,-1.0,-1.0,1.0,shares
11978,-1.0,1.0,-1.0,1.0,-1.0,jokes
11979,-1.0,1.0,-1.0,1.0,1.0,gives_controversial_opinion
11980,-1.0,1.0,1.0,-1.0,-1.0,yawns
11981,-1.0,1.0,1.0,-1.0,1.0,stands_in_corner
11982,-1.0,1.0,1.0,1.0,-1.0,shows_interest
11983,-1.0,1.0,1.0,1.0,1.0,supports
11984,1.0,-1.0,-1.0,-1.0,-1.0,shares
11985,1.0,-1.0,-1.0,-1.0,1.0,shows_concern
11986,1.0,-1.0,-1.0,1.0,-1.0,brags
11987,1.0,-1.0,-1.0,1.0,1.0,yawns
11988,1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
11989,1.0,-1.0,1.0,-1.0,1.0,stands_in_corner
11990,1.0,-1.0,1.0,1.0,-1.0,leaves_conversation
11991,1.0,-1.0,1.0,1.0,1.0,changes_the_topic
11992,1.0,1.0,-1.0,-1.0,-1.0,shows_concern
11993,1.0,1.0,-1.0,-1.0,1.0,yawns
11994,1.0,1.0,-1.0,1.0,-1.0,rants
11995,1.0,1.0,-1.0,1.0,1.0,shares
11996,1.0,1.0,1.0,-1.0,-1.0,changes_the_topic
11997,1.0,1.0,1.0,-1.0,1.0,shows_concern
11998,1.0,1.0,1.0,1.0,-1.0,jokes
11999,1.0,1.0,1.0,1.0,1.0,brags
12000,-1.0,-1.0,-1.0,-1.0,-1.0,yawns
12001,-1.0,-1.0,-1.0,-1.0,1.0,yawns
12002,-1.0,-1.0,-1.0,1.0,-1.0,makes_smalltalk
12003,-1.0,-1.0,-1.0,1.0,1.0,starts_conversation
12004,-1.0,-1.0,1.0,-1.0,-1.0,gives_an_insult
12005,-1.0,-1.0,1.0,-1.0,1.0,changes_the_topic
12006,-1.0,-1.0,1.0,1.0,-1.0,jokes
12007,-1.0,-1.0,1.0,1.0,1.0,gives_an_insult
12008,-1.0,1.0,-1.0,-1.0,-1.0,makes_deeptalk
12009,-1.0,1.0,-1.0,-1.0,1.0,gives_an_insult
12010,-1.0,1.0,-1.0,1.0,-1.0,leaves_conversation
12011,-1.0,1.0,-1.0,1.0,1.0,gives_an_insult
12012,-1.0,1.0,1.0,-1.0,-1.0,brags
12013,-1.0,1.0,1.0,-1.0,1.0,shows_concern
12014,-1.0,1.0,1.0,1.0,-1.0,shouts
12015,-1.0,1.0,1.0,1.0,1.0,shows_concern
12016,1.0,-1.0,-1.0,-1.0,-1.0,rants
12017,1.0,-1.0,-1.0,-1.0,1.0,gives_an_insult
12018,1.0,-1.0,-1.0,1.0,-1.0,yawns
12019,1.0,-1.0,-1.0,1.0,1.0,jokes
12020,1.0,-1.0,1.0,-1.0,-1.0,leaves_room
12021,1.0,-1.0,1.0,-1.0,1.0,starts_conversation
12022,1.0,-1.0,1.0,1.0,-1.0,starts_conversation
12023,1.0,-1.0,1.0,1.0,1.0,leaves_conversation
12024,1.0,1.0,-1.0,-1.0,-1.0,rants
12025,1.0,1.0,-1.0,-1.0,1.0,leaves_room
12026,1.0,1.0,-1.0,1.0,-1.0,shows_concern
12027,1.0,1.0,-1.0,1.0,1.0,laughs
12028,1.0,1.0,1.0,-1.0,-1.0,shouts
12029,1.0,1.0,1.0,-1.0,1.0,shows_interest
12030,1.0,1.0,1.0,1.0,-1.0,laughs
12031,1.0,1.0,1.0,1.0,1.0,shares
12032,-1.0,-1.0,-1.0,-1.0,-1.0,supports
12033,-1.0,-1.0,-1.0,-1.0,1.0,gives_an_insult
12034,-1.0,-1.0,-1.0,1.0,-1.0,supports
12035,-1.0,-1.0,-1.0,1.0,1.0,shares
12036,-1.0,-1.0,1.0,-1.0,-1.0,rants
12037,-1.0,-1.0,1.0,-1.0,1.0,changes_the_topic
12038,-1.0,-1.0,1.0,1.0,-1.0,shouts
12039,-1.0,-1.0,1.0,1.0,1.0,shares
12040,-1.0,1.0,-1.0,-1.0,-1.0,supports
12041,-1.0,1.0,-1.0,-1.0,1.0,leaves_room
12042,-1.0,1.0,-1.0,1.0,-1.0,changes_the_topic
12043,-1.0,1.0,-1.0,1.0,1.0,shows_concern
12044,-1.0,1.0,1.0,-1.0,-1.0,laughs
12045,-1.0,1.0,1.0,-1.0,1.0,leaves_conversation
12046,-1.0,1.0,1.0,1.0,-1.0,shows_interest
12047,-1.0,1.0,1.0,1.0,1.0,laughs
12048,1.0,-1.0,-1.0,-1.0,-1.0,jokes
12049,1.0,-1.0,-1.0,-1.0,1.0,brags
12050,1.0,-1.0,-1.0,1.0,-1.0,laughs
12051,1.0,-1.0,-1.0,1.0,1.0,rants
12052,1.0,-1.0,1.0,-1.0,-1.0,shows_interest
12053,1.0,-1.0,1.0,-1.0,1.0,shares
12054,1.0,-1.0,1.0,1.0,-1.0,shares
12055,1.0,-1.0,1.0,1.0,1.0,leaves_room
12056,1.0,1.0,-1.0,-1.0,-1.0,laughs
12057,1.0,1.0,-1.0,-1.0,1.0,stands_in_corner
12058,1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
12059,1.0,1.0,-1.0,1.0,1.0,shouts
12060,1.0,1.0,1.0,-1.0,-1.0,rants
12061,1.0,1.0,1.0,-1.0,1.0,gives_an_insult
12062,1.0,1.0,1.0,1.0,-1.0,supports
12063,1.0,1.0,1.0,1.0,1.0,shows_concern
12064,-1.0,-1.0,-1.0,-1.0,-1.0,leaves_conversation
12065,-1.0,-1.0,-1.0,-1.0,1.0,changes_the_topic
12066,-1.0,-1.0,-1.0,1.0,-1.0,shows_interest
12067,-1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
12068,-1.0,-1.0,1.0,-1.0,-1.0,leaves_conversation
12069,-1.0,-1.0,1.0,-1.0,1.0,shouts
12070,-1.0,-1.0,1.0,1.0,-1.0,brags
12071,-1.0,-1.0,1.0,1.0,1.0,rants
12072,-1.0,1.0,-1.0,-1.0,-1.0,starts_conversation
12073,-1.0,1.0,-1.0,-1.0,1.0,leaves_room
12074,-1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
12075,-1.0,1.0,-1.0,1.0,1.0,rants
12076,-1.0,1.0,1.0,-1.0,-1.0,shouts
12077,-1.0,1.0,1.0,-1.0,1.0,leaves_room
12078,-1.0,1.0,1.0,1.0,-1.0,shouts
12079,-1.0,1.0,1.0,1.0,1.0,shows_interest
12080,1.0,-1.0,-1.0,-1.0,-1.0,makes_deeptalk
12081,1.0,-1.0,-1.0,-1.0,1.0,makes_smalltalk
12082,1.0,-1.0,-1.0,1.0,-1.0,gives_controversial_opinion
12083,1.0,-1.0,-1.0,1.0,1.0,rants
12084,1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
12085,1.0,-1.0,1.0,-1.0,1.0,laughs
12086,1.0,-1.0,1.0,1.0,-1.0,yawns
12087,1.0,-1.0,1.0,1.0,1.0,makes_deeptalk
12088,1.0,1.0,-1.0,-1.0,-1.0,changes_the_topic
12089,1.0,1.0,-1.0,-1.0,1.0,leaves_room
12090,1.0,1.0,-1.0,1.0,-1.0,yawns
12091,1.0,1.0,-1.0,1.0,1.0,shouts
12092,1.0,1.0,1.0,-1.0,-1.0,shows_concern
12093,1.0,1.0,1.0,-1.0,1.0,shouts
12094,1.0,1.0,1.0,1.0,-1.0,gives_an_insult
12095,1.0,1.0,1.0,1.0,1.0,shares
12096,-1.0,-1.0,-1.0,-1.0,-1.0,stands_in_corner
12097,-1.0,-1.0,-1.0,-1.0,1.0,gives_an_insult
12098,-1.0,-1.0,-1.0,1.0,-1.0,changes_the_topic
12099,-1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
12100,-1.0,-1.0,1.0,-1.0,-1.0,leaves_room
12101,-1.0,-1.0,1.0,-1.0,1.0,shouts
12102,-1.0,-1.0,1.0,1.0,-1.0,gives_controversial_opinion
12103,-1.0,-1.0,1.0,1.0,1.0,shows_concern
12104,-1.0,1.0,-1.0,-1.0,-1.0,makes_smalltalk
12105,-1.0,1.0,-1.0,-1.0,1.0,stands_in_corner
12106,-1.0,1.0,-1.0,1.0,-1.0,makes_smalltalk
12107,-1.0,1.0,-1.0,1.0,1.0,leaves_conversation
12108,-1.0,1.0,1.0,-1.0,-1.0,yawns
12109,-1.0,1.0,1.0,-1.0,1.0,stands_in_corner
12110,-1.0,1.0,1.0,1.0,-1.0,yawns
12111,-1.0,1.0,1.0,1.0,1.0,changes_the_topic
12112,1.0,-1.0,-1.0,-1.0,-1.0,supports
12113,1.0,-1.0,-1.0,-1.0,1.0,makes_smalltalk
12114,1.0,-1.0,-1.0,1.0,-1.0,makes_deeptalk
12115,1.0,-1.0,-1.0,1.0,1.0,shares
12116,1.0,-1.0,1.0,-1.0,-1.0,brags
12117,1.0,-1.0,1.0,-1.0,1.0,brags
12118,1.0,-1.0,1.0,1.0,-1.0,shows_interest
12119,1.0,-1.0,1.0,1.0,1.0,leaves_conversation
12120,1.0,1.0,-1.0,-1.0,-1.0,brags
12121,1.0,1.0,-1.0,-1.0,1.0,starts_conversation
12122,1.0,1.0,-1.0,1.0,-1.0,shows_interest
12123,1.0,1.0,-1.0,1.0,1.0,brags
12124,1.0,1.0,1.0,-1.0,-1.0,makes_smalltalk
12125,1.0,1.0,1.0,-1.0,1.0,rants
12126,1.0,1.0,1.0,1.0,-1.0,makes_deeptalk
12127,1.0,1.0,1.0,1.0,1.0,shows_concern
12128,-1.0,-1.0,-1.0,-1.0,-1.0,stands_in_corner
12129,-1.0,-1.0,-1.0,-1.0,1.0,makes_deeptalk
12130,-1.0,-1.0,-1.0,1.0,-1.0,rants
12131,-1.0,-1.0,-1.0,1.0,1.0,leaves_conversation
12132,-1.0,-1.0,1.0,-1.0,-1.0,leaves_room
12133,-1.0,-1.0,1.0,-1.0,1.0,yawns
12134,-1.0,-1.0,1.0,1.0,-1.0,rants
12135,-1.0,-1.0,1.0,1.0,1.0,laughs
12136,-1.0,1.0,-1.0,-1.0,-1.0,stands_in_corner
12137,-1.0,1.0,-1.0,-1.0,1.0,stands_in_corner
12138,-1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
12139,-1.0,1.0,-1.0,1.0,1.0,leaves_room
12140,-1.0,1.0,1.0,-1.0,-1.0,jokes
12141,-1.0,1.0,1.0,-1.0,1.0,starts_conversation
12142,-1.0,1.0,1.0,1.0,-1.0,makes_smalltalk
12143,-1.0,1.0,1.0,1.0,1.0,brags
12144,1.0,-1.0,-1.0,-1.0,-1.0,shows_concern
12145,1.0,-1.0,-1.0,-1.0,1.0,rants
12146,1.0,-1.0,-1.0,1.0,-1.0,makes_deeptalk
12147,1.0,-1.0,-1.0,1.0,1.0,laughs
12148,1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
12149,1.0,-1.0,1.0,-1.0,1.0,makes_smalltalk
12150,1.0,-1.0,1.0,1.0,-1.0,brags
12151,1.0,-1.0,1.0,1.0,1.0,gives_controversial_opinion
12152,1.0,1.0,-1.0,-1.0,-1.0,yawns
12153,1.0,1.0,-1.0,-1.0,1.0,starts_conversation
12154,1.0,1.0,-1.0,1.0,-1.0,shows_concern
12155,1.0,1.0,-1.0,1.0,1.0,shouts
12156,1.0,1.0,1.0,-1.0,-1.0,makes_deeptalk
12157,1.0,1.0,1.0,-1.0,1.0,supports
12158,1.0,1.0,1.0,1.0,-1.0,leaves_conversation
12159,1.0,1.0,1.0,1.0,1.0,supports
12160,-1.0,-1.0,-1.0,-1.0,-1.0,leaves_room
12161,-1.0,-1.0,-1.0,-1.0,1.0,yawns
12162,-1.0,-1.0,-1.0,1.0,-1.0,gives_controversial_opinion
12163,-1.0,-1.0,-1.0,1.0,1.0,leaves_room
12164,-1.0,-1.0,1.0,-1.0,-1.0,leaves_room
12165,-1.0,-1.0,1.0,-1.0,1.0,supports
12166,-1.0,-1.0,1.0,1.0,-1.0,rants
12167,-1.0,-1.0,1.0,1.0,1.0,shouts
12168,-1.0,1.0,-1.0,-1.0,-1.0,starts_conversation
12169,-1.0,1.0,-1.0,-1.0,1.0,starts_conversation
12170,-1.0,1.0,-1.0,1.0,-1.0,rants
12171,-1.0,1.0,-1.0,1.0,1.0,makes_smalltalk
12172,-1.0,1.0,1.0,-1.0,-1.0,brags
12173,-1.0,1.0,1.0,-1.0,1.0,makes_smalltalk
12174,-1.0,1.0,1.0,1.0,-1.0,supports
12175,-1.0,1.0,1.0,1.0,1.0,gives_controversial_opinion
12176,1.0,-1.0,-1.0,-1.0,-1.0,makes_deeptalk
12177,1.0,-1.0,-1.0,-1.0,1.0,gives_controversial_opinion
12178,1.0,-1.0,-1.0,1.0,-1.0,leaves_conversation
12179,1.0,-1.0,-1.0,1.0,1.0,yawns
12180,1.0,-1.0,1.0,-1.0,-1.0,leaves_conversation
12181,1.0,-1.0,1.0,-1.0,1.0,leaves_room
12182,1.0,-1.0,1.0,1.0,-1.0,shares
12183,1.0,-1.0,1.0,1.0,1.0,shows_concern
12184,1.0,1.0,-1.0,-1.0,-1.0,supports
12185,1.0,1.0,-1.0,-1.0,1.0,makes_deeptalk
12186,1.0,1.0,-1.0,1.0,-1.0,stands_in_corner
12187,1.0,1.0,-1.0,1.0,1.0,makes_deeptalk
12188,1.0,1.0,1.0,-1.0,-1.0,makes_smalltalk
12189,1.0,1.0,1.0,-1.0,1.0,rants
12190,1.0,1.0,1.0,1.0,-1.0,starts_conversation
12191,1.0,1.0,1.0,1.0,1.0,makes_smalltalk
12192,-1.0,-1.0,-1.0,-1.0,-1.0,shouts
12193,-1.0,-1.0,-1.0,-1.0,1.0,changes_the_topic
12194,-1.0,-1.0,-1.0,1.0,-1.0,shows_interest
12195,-1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
12196,-1.0,-1.0,1.0,-1.0,-1.0,makes_smalltalk
12197,-1.0,-1.0,1.0,-1.0,1.0,makes_smalltalk
12198,-1.0,-1.0,1.0,1.0,-1.0,starts_conversation
12199,-1.0,-1.0,1.0,1.0,1.0,shows_interest
12200,-1.0,1.0,-1.0,-1.0,-1.0,gives_controversial_opinion
12201,-1.0,1.0,-1.0,-1.0,1.0,changes_the_topic
12202,-1.0,1.0,-1.0,1.0,-1.0,jokes
12203,-1.0,1.0,-1.0,1.0,1.0,brags
12204,-1.0,1.0,1.0,-1.0,-1.0,gives_controversial_opinion
12205,-1.0,1.0,1.0,-1.0,1.0,makes_deeptalk
12206,-1.0,1.0,1.0,1.0,-1.0,yawns
12207,-1.0,1.0,1.0,1.0,1.0,shares
12208,1.0,-1.0,-1.0,-1.0,-1.0,shares
12209,1.0,-1.0,-1.0,-1.0,1.0,makes_smalltalk
12210,1.0,-1.0,-1.0,1.0,-1.0,starts_conversation
12211,1.0,-1.0,-1.0,1.0,1.0,shouts
12212,1.0,-1.0,1.0,-1.0,-1.0,rants
12213,1.0,-1.0,1.0,-1.0,1.0,stands_in_corner
12214,1.0,-1.0,1.0,1.0,-1.0,brags
12215,1.0,-1.0,1.0,1.0,1.0,yawns
12216,1.0,1.0,-1.0,-1.0,-1.0,yawns
12217,1.0,1.0,-1.0,-1.0,1.0,shows_concern
12218,1.0,1.0,-1.0,1.0,-1.0,stands_in_corner
12219,1.0,1.0,-1.0,1.0,1.0,gives_controversial_opinion
12220,1.0,1.0,1.0,-1.0,-1.0,laughs
12221,1.0,1.0,1.0,-1.0,1.0,shouts
12222,1.0,1.0,1.0,1.0,-1.0,gives_an_insult
12223,1.0,1.0,1.0,1.0,1.0,changes_the_topic
12224,-1.0,-1.0,-1.0,-1.0,-1.0,leaves_conversation
12225,-1.0,-1.0,-1.0,-1.0,1.0,jokes
12226,-1.0,-1.0,-1.0,1.0,-1.0,makes_smalltalk
12227,-1.0,-1.0,-1.0,1.0,1.0,leaves_room
12228,-1.0,-1.0,1.0,-1.0,-1.0,rants
12229,-1.0,-1.0,1.0,-1.0,1.0,shows_concern
12230,-1.0,-1.0,1.0,1.0,-1.0,shouts
12231,-1.0,-1.0,1.0,1.0,1.0,laughs
12232,-1.0,1.0,-1.0,-1.0,-1.0,makes_smalltalk
12233,-1.0,1.0,-1.0,-1.0,1.0,leaves_room
12234,-1.0,1.0,-1.0,1.0,-1.0,shares
12235,-1.0,1.0,-1.0,1.0,1.0,shows_concern
12236,-1.0,1.0,1.0,-1.0,-1.0,laughs
12237,-1.0,1.0,1.0,-1.0,1.0,leaves_conversation
12238,-1.0,1.0,1.0,1.0,-1.0,leaves_conversation
12239,-1.0,1.0,1.0,1.0,1.0,gives_an_insult
12240,1.0,-1.0,-1.0,-1.0,-1.0,stands_in_corner
12241,1.0,-1.0,-1.0,-1.0,1.0,shouts
12242,1.0,-1.0,-1.0,1.0,-1.0,brags
12243,1.0,-1.0,-1.0,1.0,1.0,makes_deeptalk
12244,1.0,-1.0,1.0,-1.0,-1.0,rants
12245,1.0,-1.0,1.0,-1.0,1.0,starts_conversation
12246,1.0,-1.0,1.0,1.0,-1.0,supports
12247,1.0,-1.0,1.0,1.0,1.0,leaves_room
12248,1.0,1.0,-1.0,-1.0,-1.0,brags
12249,1.0,1.0,-1.0,-1.0,1.0,brags
12250,1.0,1.0,-1.0,1.0,-1.0,stands_in_corner
12251,1.0,1.0,-1.0,1.0,1.0,gives_controversial_opinion
12252,1.0,1.0,1.0,-1.0,-1.0,shares
12253,1.0,1.0,1.0,-1.0,1.0,makes_deeptalk
